ln na,1,0.9,0.8,0.75,0.7,0.6,0.5,0.4,0.3,0.25,0.2,0.1
4.605170186,1.610510395,1.62127781,1.629163727,1.754673502,1.590290066,1.621762007,1.637504477,1.711297551,1.725651202,1.813234431,1.785435655,1.79512811
5.298317367,1.635076483,1.636052679,1.653498012,1.759320676,1.622255347,1.644532721,1.663860555,1.716836011,1.72543566,1.806767907,1.782131698,1.831645198
5.703782475,1.631984583,1.641275406,1.663723258,1.74802821,1.630887867,1.661634407,1.670687805,1.718142625,1.723761905,1.797735751,1.779335337,1.850061771
5.991464547,1.635635585,1.648223067,1.672678455,1.736220892,1.640277568,1.666185992,1.677456796,1.717127337,1.725513762,1.795567943,1.78782735,1.859383725
6.214608098,1.638537776,1.657567935,1.675350892,1.727878569,1.647358497,1.667646831,1.681963243,1.716493969,1.725482551,1.796169521,1.787988395,1.866046428
6.396929655,1.643786754,1.666381876,1.679457722,1.721826938,1.653092525,1.67019311,1.68552759,1.715379016,1.725448537,1.798649951,1.786701807,1.870572564
6.551080335,1.648817358,1.671263058,1.681276413,1.715072696,1.656844695,1.673566384,1.69126704,1.718185604,1.726832792,1.799618992,1.784632258,1.874134308
6.684611728,1.652411182,1.675753211,1.683145947,1.710427773,1.662439651,1.677662315,1.696793388,1.719915321,1.72883553,1.798140966,1.78380313,1.875237575
6.802394763,1.656079217,1.680670089,1.684775146,1.707843773,1.667181597,1.679635657,1.701721333,1.721602344,1.731199309,1.796354742,1.785552158,1.873007719
6.907755279,1.659619617,1.68505075,1.686718941,1.707184384,1.67101513,1.681499155,1.706566197,1.723792022,1.734028773,1.793380198,1.784759222,1.871437485
